"","ProductTitle","Price","Category","Ratings","Reviews","Description"
"58","28. FY27QHP Pink Monitor 27 Inch Curved Gaming 165Hz - Support 144Hz 1800R 1ms QHD 2560 x 1440P VA Screen, Built-in Speakers, AMD Free-Sync, HDMI, DP, USB, AUX, Tilt Adjustable","$54.97","Monitor",4.3,"130","FY27QHP Pink Monitor 27 Inch Curved Gaming 165Hz - Support 144Hz 1800R 1ms QHD 2560 x 1440P VA Screen, Built-in Speakers, AMD Free-Sync, HDMI, DP, USB, AUX, Tilt Adjustable"
"59","29. LG 45GR65DC-B Ultragear Curved Gaming Monitor 45-Inch 32:9 QHD 200Hz 1ms UltraWide Display AMD FreeSync Premium Pro VESA DisplayHDR 600 HDMI 2.1 x2 DP UBS x3 Tilt/Height/Swivel Stand - Black","$69.97","Monitor",4.6,"360","LG 45GR65DC-B Ultragear Curved Gaming Monitor 45-Inch 32:9 QHD 200Hz 1ms UltraWide Display AMD FreeSync Premium Pro VESA DisplayHDR 600 HDMI 2.1 x2 DP UBS x3 Tilt/Height/Swivel Stand - Black"
"60","30. ASUS TUF Gaming 32"" 1440P HDR Curved Monitor (VG32VQ1B) - QHD (2560 x 1440), 165Hz (Supports 144Hz), 1ms, Extreme Low Motion Blur, Speaker, FreeSync Premium, VESA Mountable, DisplayPort, HDMI,BLACK","$89.99","Monitor",4.3,"8,331","ASUS TUF Gaming 32"" 1440P HDR Curved Monitor (VG32VQ1B) - QHD (2560 x 1440), 165Hz (Supports 144Hz), 1ms, Extreme Low Motion Blur, Speaker, FreeSync Premium, VESA Mountable, DisplayPort, HDMI,BLACK"
"61","1. Logitech M185 Wireless Mouse, 2.4GHz with USB Mini Receiver, 12-Month Battery Life, 1000 DPI Optical Tracking, Ambidextrous PC/Mac/Laptop - Swift Grey","$19.99","Mouse",4.5,"34,348","Logitech M185 Wireless Mouse, 2.4GHz with USB Mini Receiver, 12-Month Battery Life, 1000 DPI Optical Tracking, Ambidextrous PC/Mac/Laptop - Swift Grey"
"62","2. Logitech G305 LIGHTSPEED Wireless Gaming Mouse, Hero 12K Sensor, 12,000 DPI, Lightweight, 6 Programmable Buttons, 250h Battery Life, On-Board Memory, PC/Mac - Black","$27.99","Mouse",4.6,"31,500","Logitech G305 LIGHTSPEED Wireless Gaming Mouse, Hero 12K Sensor, 12,000 DPI, Lightweight, 6 Programmable Buttons, 250h Battery Life, On-Board Memory, PC/Mac - Black"
"63","3. TECKNET Wireless Mouse, 2.4G Ergonomic Optical Mouse, Computer Mouse for Laptop, PC, Computer, Chromebook, Notebook, 6 Buttons, 24 Months Battery Life, 2600 DPI, 5 Adjustment Levels","$39.99","Mouse",4.5,"65,666","TECKNET Wireless Mouse, 2.4G Ergonomic Optical Mouse, Computer Mouse for Laptop, PC, Computer, Chromebook, Notebook, 6 Buttons, 24 Months Battery Life, 2600 DPI, 5 Adjustment Levels"
"64","4. HP Wireless Mouse - Black, 15-Month Battery, 1600 DPI Sensor, Side Grips - for PC/Laptop, Mac, Chromebook","$49.99","Mouse",4.6,"28,142","HP Wireless Mouse - Black, 15-Month Battery, 1600 DPI Sensor, Side Grips - for PC/Laptop, Mac, Chromebook"
"65","5. Logitech M510 Wireless Computer Mouse for PC with USB Unifying Receiver - Graphite","$9.99","Mouse",4.6,"31,167","Logitech M510 Wireless Computer Mouse for PC with USB Unifying Receiver - Graphite"
"66","6. Redragon M612 Predator RGB Gaming Mouse, 8000 DPI Wired Optical Gamer Mouse with 11 Programmable Buttons & 5 Backlit Modes, Software Supports DIY Keybinds Rapid Fire Button","$13.97","Mouse",4.6,"5,186","Redragon M612 Predator RGB Gaming Mouse, 8000 DPI Wired Optical Gamer Mouse with 11 Programmable Buttons & 5 Backlit Modes, Software Supports DIY Keybinds Rapid Fire Button"
"67","7. Logitech M317 Wireless Mouse, 2.4 GHz with USB Receiver, 1000 DPI Optical Tracking, 12 Month Battery, Compatible with PC, Mac, Laptop, Chromebook - Blue","$14.99","Mouse",4.6,"8,655","Logitech M317 Wireless Mouse, 2.4 GHz with USB Receiver, 1000 DPI Optical Tracking, 12 Month Battery, Compatible with PC, Mac, Laptop, Chromebook - Blue"
"68","8. Amazon Basics Computer Mouse Wireless, Ergonomic, 2.4 GHz Optical, DPI Adjustable, Compatible With PC, Mac, Laptop, Black","$29.99","Mouse",4.3,"24,987","Amazon Basics Computer Mouse Wireless, Ergonomic, 2.4 GHz Optical, DPI Adjustable, Compatible With PC, Mac, Laptop, Black"
"69","9. Razer Basilisk V3 Customizable Ergonomic Gaming Mouse: Fastest Gaming Mouse Switch - Chroma RGB Lighting - 26K DPI Optical Sensor - 11 Programmable Buttons - HyperScroll Tilt Wheel - Classic Black","$49.99","Mouse",4.6,"7,197","Razer Basilisk V3 Customizable Ergonomic Gaming Mouse: Fastest Gaming Mouse Switch - Chroma RGB Lighting - 26K DPI Optical Sensor - 11 Programmable Buttons - HyperScroll Tilt Wheel - Classic Black"
"70","10. Vssoplor Wireless Mouse, 2.4G Slim Portable Computer Mouse with Nano Receiver Quiet Silent Optical Laptop Mouse for Notebook, PC, Laptop, Computer-Black and Gold","$8.49","Mouse",4.6,"22,576","Vssoplor Wireless Mouse, 2.4G Slim Portable Computer Mouse with Nano Receiver Quiet Silent Optical Laptop Mouse for Notebook, PC, Laptop, Computer-Black and Gold"
"71","11. Logitech M705 Marathon Wireless Mouse, 2.4 GHz USB Unifying Receiver, 1000 DPI, 5-Programmable Buttons, 3-Year Battery, Compatible with PC, Mac, Laptop, Chromebook - Black","$19.99","Mouse",4.5,"22,643","Logitech M705 Marathon Wireless Mouse, 2.4 GHz USB Unifying Receiver, 1000 DPI, 5-Programmable Buttons, 3-Year Battery, Compatible with PC, Mac, Laptop, Chromebook - Black"
"72","12. TECKNET Wireless Mouse, 2.4G USB Computer Mouse with 6-Level Adjustable 4800 DPI, 30 Months Battery, Ergonomic Grips, 6 Buttons Portable for PC, Chromebook, Mac - Grey","$10.99","Mouse",4.4,"52,091","TECKNET Wireless Mouse, 2.4G USB Computer Mouse with 6-Level Adjustable 4800 DPI, 30 Months Battery, Ergonomic Grips, 6 Buttons Portable for PC, Chromebook, Mac - Grey"
"73","13. Razer DeathAdder Essential Gaming Mouse: 6400 DPI Optical Sensor - 5 Programmable Buttons - Mechanical Switches - Rubber Side Grips - Mercury White","$18.99","Mouse",4.4,"12,131","Razer DeathAdder Essential Gaming Mouse: 6400 DPI Optical Sensor - 5 Programmable Buttons - Mechanical Switches - Rubber Side Grips - Mercury White"
"74","14. Wireless Bluetooth Mouse,LED Dual Mode Rechargeable Silent Slim Laptop Mouse,Portable(BT5.2+USB Receiver) Dual Mode Computer Mice,for Laptop,Desktop Computer,ipad Tablet,Phone,TV (Black)","$19.99","Mouse",4.2,"1,523","Wireless Bluetooth Mouse,LED Dual Mode Rechargeable Silent Slim Laptop Mouse,Portable(BT5.2+USB Receiver) Dual Mode Computer Mice,for Laptop,Desktop Computer,ipad Tablet,Phone,TV (Black)"
"75","15. Logitech G502 HERO High Performance Wired Gaming Mouse, HERO 25K Sensor, 25,600 DPI, RGB, Adjustable Weights, 11 Programmable Buttons, On-Board Memory, PC / Mac","$27.99","Mouse",4.6,"53,297","Logitech G502 HERO High Performance Wired Gaming Mouse, HERO 25K Sensor, 25,600 DPI, RGB, Adjustable Weights, 11 Programmable Buttons, On-Board Memory, PC / Mac"
"76","16. Uiosmuph LED Wireless Mouse, G12 Slim Rechargeable Silent Mouse, 2.4G Portable USB Optical Computer Mice with USB Receiver and Type C Adapter (Matte Black)","$13.79","Mouse",4.3,"70,991","Uiosmuph LED Wireless Mouse, G12 Slim Rechargeable Silent Mouse, 2.4G Portable USB Optical Computer Mice with USB Receiver and Type C Adapter (Matte Black)"
"77","17. Logitech MX Master 3S for Mac - Wireless Bluetooth Mouse with Ultra-Fast Scrolling, Ergo, 8K DPI, Quiet Clicks, Track on Glass, Customization, USB-C, Apple, iPad - Space Grey","$29.99","Mouse",4.6,"5,956","Logitech MX Master 3S for Mac - Wireless Bluetooth Mouse with Ultra-Fast Scrolling, Ergo, 8K DPI, Quiet Clicks, Track on Glass, Customization, USB-C, Apple, iPad - Space Grey"
"78","18. Logitech MX Master 3S - Wireless Performance Mouse with Ultra-fast Scrolling, Ergo, 8K DPI, Track on Glass, Quiet Clicks, USB-C, Bluetooth, Windows, Linux, Chrome - Graphite","$49.99","Mouse",4.5,"8,827","Logitech MX Master 3S - Wireless Performance Mouse with Ultra-fast Scrolling, Ergo, 8K DPI, Track on Glass, Quiet Clicks, USB-C, Bluetooth, Windows, Linux, Chrome - Graphite"
"79","19. Razer Basilisk V3 X HyperSpeed Wireless Gaming Mouse: Up to 285 Hr Battery - 18K Optical Sensor - Mechanical Switches - Chroma RGB - 9 Programmable Controls - Black","$49.99","Mouse",4.3,"600","Razer Basilisk V3 X HyperSpeed Wireless Gaming Mouse: Up to 285 Hr Battery - 18K Optical Sensor - Mechanical Switches - Chroma RGB - 9 Programmable Controls - Black"
"80","20. TECKNET Wireless Mouse (BT5.0/3.0 & 2.4G) Rechargeable 4800 DPI Silent Mouse 6 Buttons Bluetooth Mouse, USB A Mouse Wide Compatibility - Grey","$79.99","Mouse",4.5,"11,525","TECKNET Wireless Mouse (BT5.0/3.0 & 2.4G) Rechargeable 4800 DPI Silent Mouse 6 Buttons Bluetooth Mouse, USB A Mouse Wide Compatibility - Grey"
"81","21. Redragon M810 Pro Wireless Gaming Mouse, 10000 DPI Wired/Wireless Gamer Mouse w/Rapid Fire Key, 8 Macro Buttons, 45-Hour Reliable Power Capacity and RGB Backlit for PC/Mac/Laptop","$70.00","Mouse",4.5,"2,037","Redragon M810 Pro Wireless Gaming Mouse, 10000 DPI Wired/Wireless Gamer Mouse w/Rapid Fire Key, 8 Macro Buttons, 45-Hour Reliable Power Capacity and RGB Backlit for PC/Mac/Laptop"
"82","22. Rii Wireless Mouse, 2.4G Portable Computer Mice for PC, Laptop, Windows,Office Included Wireless USB dongle (Black)","$84.99","Mouse",4.3,"12,374","Rii Wireless Mouse, 2.4G Portable Computer Mice for PC, Laptop, Windows,Office Included Wireless USB dongle (Black)"
"83","23. Logitech G Pro Wireless Gaming Mouse with Esports Grade Performance","$99.99","Mouse",4.6,"12,571","Logitech G Pro Wireless Gaming Mouse with Esports Grade Performance"
"84","24. Mouse - Season 1","$99.99","Mouse",4.4,"12","Mouse - Season 1"
"85","25. 2021","$49.00","Mouse",4.4,"4,480","2021"
"86","26. TECKNET Computer Wired Mouse, USB Mouse Wired for Laptop with 6-Button, 3600DPI Optical PC Wired Mouse, Home and Office 5FT USB-A Corded Comfortable Mouse, Plug & Play, NO Battery Required-Grey","$69.99","Mouse",4.5,"2,169","TECKNET Computer Wired Mouse, USB Mouse Wired for Laptop with 6-Button, 3600DPI Optical PC Wired Mouse, Home and Office 5FT USB-A Corded Comfortable Mouse, Plug & Play, NO Battery Required-Grey"
"87","27. Wired Gaming Mouse [Breathing RGB LED] [Plug Play] High-Precision Adjustable 7200 DPI, 7 Programmable Buttons, Ergonomic Computer USB Mice for Windows/PC/Mac/Laptop Gamer","$16.99","Mouse",4.5,"9,199","Wired Gaming Mouse [Breathing RGB LED] [Plug Play] High-Precision Adjustable 7200 DPI, 7 Programmable Buttons, Ergonomic Computer USB Mice for Windows/PC/Mac/Laptop Gamer"
"88","28. TECKNET Wireless Mouse for Laptop, 2.4G Quiet Computer Mouse with USB Receiver, 4 Buttons Portable Cordless Mice for Chromebook, Laptop, PC, Mac, 800/1200/1600 DPI - Mint Green","$22.99","Mouse",4.6,"17,289","TECKNET Wireless Mouse for Laptop, 2.4G Quiet Computer Mouse with USB Receiver, 4 Buttons Portable Cordless Mice for Chromebook, Laptop, PC, Mac, 800/1200/1600 DPI - Mint Green"
"89","29. Logitech G203 Wired Gaming Mouse, 8,000 DPI, Rainbow Optical Effect LIGHTSYNC RGB, 6 Programmable Buttons, On-Board Memory, Screen Mapping, PC/Mac Computer and Laptop Compatible - Black","$32.99","Mouse",4.2,"5,447","Logitech G203 Wired Gaming Mouse, 8,000 DPI, Rainbow Optical Effect LIGHTSYNC RGB, 6 Programmable Buttons, On-Board Memory, Screen Mapping, PC/Mac Computer and Laptop Compatible - Black"
"90","30. Wireless Bluetooth Mouse Rechargeable LED Silent Slim Laptop Mouse Portable(Bluetooth5.2 and 2.4GHz USB Receiver) Dual Mode Computer Mouse for Laptop/iPad Tablet/Apple Computer/MacBook (Black)","$39.99","Mouse",4.4,"8,389","Wireless Bluetooth Mouse Rechargeable LED Silent Slim Laptop Mouse Portable(Bluetooth5.2 and 2.4GHz USB Receiver) Dual Mode Computer Mouse for Laptop/iPad Tablet/Apple Computer/MacBook (Black)"
"91","1. Logitech MK270 Wireless Keyboard And Mouse Combo For Windows, 2.4 GHz Wireless, Compact Mouse, 8 Multimedia And Shortcut Keys, For PC, Laptop - Black","$39.99","Keyboard",4.5,"97,371","Logitech MK270 Wireless Keyboard And Mouse Combo For Windows, 2.4 GHz Wireless, Compact Mouse, 8 Multimedia And Shortcut Keys, For PC, Laptop - Black"
"92","2. Logitech G213 Prodigy Gaming Keyboard, LIGHTSYNC RGB Backlit Keys, Spill-Resistant, Customizable Keys, Dedicated Multi-Media Keys – Black","$49.99","Keyboard",4.5,"6,170","Logitech G213 Prodigy Gaming Keyboard, LIGHTSYNC RGB Backlit Keys, Spill-Resistant, Customizable Keys, Dedicated Multi-Media Keys – Black"
"93","3. Corsair K70 RGB PRO Wired Mechanical Gaming Keyboard (Cherry MX RGB Red Switches: Linear and Fast, 8,000Hz Hyper-Polling, PBT Double-Shot PRO Keycaps, Soft-Touch Palm Rest) QWERTY, NA - Black","$9.99","Keyboard",4.6,"6,243","Corsair K70 RGB PRO Wired Mechanical Gaming Keyboard (Cherry MX RGB Red Switches: Linear and Fast, 8,000Hz Hyper-Polling, PBT Double-Shot PRO Keycaps, Soft-Touch Palm Rest) QWERTY, NA - Black"
"94","4. Amazon Basics Wired Keyboard, Full-Sized, QWERTY Layout, Black","$19.99","Keyboard",4.5,"7,352","Amazon Basics Wired Keyboard, Full-Sized, QWERTY Layout, Black"
"95","5. Logitech K120 Wired Keyboard for Windows, Plug and Play, Full-Size, Spill-Resistant, Curved Space Bar, Compatible with PC, Laptop - Black","$27.99","Keyboard",4.6,"7,742","Logitech K120 Wired Keyboard for Windows, Plug and Play, Full-Size, Spill-Resistant, Curved Space Bar, Compatible with PC, Laptop - Black"
"96","6. Redragon S101 Gaming Keyboard, M601 Mouse, RGB Backlit Gaming Keyboard, Programmable Backlit Gaming Mouse, Value Combo Set [New Version]","$39.99","Keyboard",4.6,"46,055","Redragon S101 Gaming Keyboard, M601 Mouse, RGB Backlit Gaming Keyboard, Programmable Backlit Gaming Mouse, Value Combo Set [New Version]"
"97","7. Womier S-K80 75% Keyboard with Color Multimedia Display Mechanical Gaming Keyboard, Wired Hot Swappable Keyboard, Gasket Mount RGB Custom Keyboard, Pre-lubed Stabilizer for Mac/Win, Black Kanagawa","$69.99","Keyboard",4.6,"562","Womier S-K80 75% Keyboard with Color Multimedia Display Mechanical Gaming Keyboard, Wired Hot Swappable Keyboard, Gasket Mount RGB Custom Keyboard, Pre-lubed Stabilizer for Mac/Win, Black Kanagawa"
"98","8. Corsair K70 RGB PRO Mechanical Wired Gaming Keyboard – Cherry MX Brown Tactile Switches – 8,000hz Hyper-Polling – PBT Double-Shot Keycaps – iCUE Compatible – PC, Mac, Xbox – QWERTY NA – Black","$99.99","Keyboard",4.4,"1,691","Corsair K70 RGB PRO Mechanical Wired Gaming Keyboard – Cherry MX Brown Tactile Switches – 8,000hz Hyper-Polling – PBT Double-Shot Keycaps – iCUE Compatible – PC, Mac, Xbox – QWERTY NA – Black"
"99","9. Logitech MX Keys S Wireless Keyboard, Low Profile, Fluid Precise Quiet Typing, Programmable Keys, Backlighting, Bluetooth, USB C Rechargeable, for Windows PC, Linux, Chrome, Mac - Graphite","$169.99","Keyboard",4.6,"20,490","Logitech MX Keys S Wireless Keyboard, Low Profile, Fluid Precise Quiet Typing, Programmable Keys, Backlighting, Bluetooth, USB C Rechargeable, for Windows PC, Linux, Chrome, Mac - Graphite"
"100","10. Logitech MK345 Wireless Combo Full-Sized Keyboard with Palm Rest and Comfortable Right-Handed Mouse, 2.4 GHz Wireless USB Receiver, Compatible with PC, Laptop,Black","$11.29","Keyboard",4.5,"39,322","Logitech MK345 Wireless Combo Full-Sized Keyboard with Palm Rest and Comfortable Right-Handed Mouse, 2.4 GHz Wireless USB Receiver, Compatible with PC, Laptop,Black"
"101","11. 65% Gaming Keyboard, Wired Backlit Mini Keyboard, Ultra-Compact Anti-Ghosting No-Conflict 68 Keys Membrane Gaming Wired Keyboard for PC Laptop Mac Gamer","$13.30","Keyboard",4.2,"282","65% Gaming Keyboard, Wired Backlit Mini Keyboard, Ultra-Compact Anti-Ghosting No-Conflict 68 Keys Membrane Gaming Wired Keyboard for PC Laptop Mac Gamer"
"102","12. AULA F75 Pro Wireless Mechanical Keyboard,75% Gasket Hot Swappable Custom Keyboard,RGB Backlit,Pre-lubed Reaper Switches,Side Printed PBT Keycaps,2.4GHz/USB-C/BT5.0 Mechanical Gaming Keyboard","$12.34","Keyboard",4.6,"224","AULA F75 Pro Wireless Mechanical Keyboard,75% Gasket Hot Swappable Custom Keyboard,RGB Backlit,Pre-lubed Reaper Switches,Side Printed PBT Keycaps,2.4GHz/USB-C/BT5.0 Mechanical Gaming Keyboard"
"103","13. SteelSeries Apex 3 RGB Gaming Keyboard – 10-Zone RGB Illumination – IP32 Water Resistant – Premium Magnetic Wrist Rest (Whisper Quiet Gaming Switch)","$12.99","Keyboard",4.6,"6,925","SteelSeries Apex 3 RGB Gaming Keyboard – 10-Zone RGB Illumination – IP32 Water Resistant – Premium Magnetic Wrist Rest (Whisper Quiet Gaming Switch)"
"104","14. Logitech G413 TKL SE Mechanical Gaming Keyboard - Compact Backlit Keyboard with Tactile Mechanical Switches, Anti-Ghosting, Compatible with Windows, macOS - Black Aluminum","$39.99","Keyboard",4.6,"1,687","Logitech G413 TKL SE Mechanical Gaming Keyboard - Compact Backlit Keyboard with Tactile Mechanical Switches, Anti-Ghosting, Compatible with Windows, macOS - Black Aluminum"
"105","15. Corsair K55 RGB PRO Membrane Wired Gaming Keyboard – IP42 Dust and Spill-Resistant – 6 Macro Keys with Elgato Integration – iCUE Compatible – QWERTY NA – PC, Mac, Xbox – Black","$56.26","Keyboard",4.6,"12,043","Corsair K55 RGB PRO Membrane Wired Gaming Keyboard – IP42 Dust and Spill-Resistant – 6 Macro Keys with Elgato Integration – iCUE Compatible – QWERTY NA – PC, Mac, Xbox – Black"
"106","16. Logitech MK270 Wireless Keyboard and Mouse Combo for Windows, 2.4 GHz Wireless, Compact Mouse, 8 Multimedia and Shortcut Keys, 2-Year Battery Life, for PC, Laptop - Rose","$55.99","Keyboard",4.2,"181","Logitech MK270 Wireless Keyboard and Mouse Combo for Windows, 2.4 GHz Wireless, Compact Mouse, 8 Multimedia and Shortcut Keys, 2-Year Battery Life, for PC, Laptop - Rose"
"107","17. Rii RK100+ Multiple Color Rainbow LED Backlit Large Size USB Wired Mechanical Feeling Multimedia PC Gaming Keyboard,Office Keyboard for Working or Primer Gaming,Office Device","$55.19","Keyboard",4.4,"6,898","Rii RK100+ Multiple Color Rainbow LED Backlit Large Size USB Wired Mechanical Feeling Multimedia PC Gaming Keyboard,Office Keyboard for Working or Primer Gaming,Office Device"
"108","18. Logitech MK540 Advanced Wireless Keyboard and Mouse Combo for Windows, 2.4 GHz Unifying USB-Receiver, Multimedia Hotkeys, 3-Year Battery Life, for PC, Laptop","$69.99","Keyboard",4.3,"912","Logitech MK540 Advanced Wireless Keyboard and Mouse Combo for Windows, 2.4 GHz Unifying USB-Receiver, Multimedia Hotkeys, 3-Year Battery Life, for PC, Laptop"
"109","19. Logitech MK120 Wired Keyboard and Mouse Combo for Windows, Optical Wired Mouse, Full-Size Keyboard, USB Plug-and-Play, Compatible with PC, Laptop - Black","$63.99","Keyboard",4.5,"21,368","Logitech MK120 Wired Keyboard and Mouse Combo for Windows, Optical Wired Mouse, Full-Size Keyboard, USB Plug-and-Play, Compatible with PC, Laptop - Black"
"110","20. Corsair K100 RGB Optical-Mechanical Wired Gaming Keyboard - OPX Switches - PBT Double-Shot Keycaps - Elgato Stream Deck and iCUE Compatible - QWERTY NA Layout - Black","$79.99","Keyboard",4.5,"4,159","Corsair K100 RGB Optical-Mechanical Wired Gaming Keyboard - OPX Switches - PBT Double-Shot Keycaps - Elgato Stream Deck and iCUE Compatible - QWERTY NA Layout - Black"
"111","21. Razer Ornata V3 X Gaming Keyboard: Low Profile Keys - Silent Membrane Switches - Spill Resistant - Chroma RGB Lighting - Ergonomic Wrist Rest - Snap Tap","$66.39","Keyboard",4.4,"2,093","Razer Ornata V3 X Gaming Keyboard: Low Profile Keys - Silent Membrane Switches - Spill Resistant - Chroma RGB Lighting - Ergonomic Wrist Rest - Snap Tap"
"112","22. Apple Magic Keyboard with Numeric Keypad: Wireless, Bluetooth, Rechargeable. Works with Mac, iPad, or iPhone; US English - White","$82.99","Keyboard",4.7,"16,868","Apple Magic Keyboard with Numeric Keypad: Wireless, Bluetooth, Rechargeable. Works with Mac, iPad, or iPhone; US English - White"
"113","23. Logitech ERGO K860 Wireless Ergonomic Qwerty Keyboard - Split Keyboard, Wrist Rest, Natural Typing, Stain-Resistant Fabric, Bluetooth and USB Connectivity, Compatible with Windows/Mac,Black","$14.99","Keyboard",4.5,"7,415","Logitech ERGO K860 Wireless Ergonomic Qwerty Keyboard - Split Keyboard, Wrist Rest, Natural Typing, Stain-Resistant Fabric, Bluetooth and USB Connectivity, Compatible with Windows/Mac,Black"
"114","24. Logitech K400 Plus Wireless Touch With Easy Media Control and Built-in Touchpad, HTPC Keyboard for PC-connected TV, Windows, Android, Chrome OS, Laptop, Tablet - Black","$39.99","Keyboard",4.4,"37,334","Logitech K400 Plus Wireless Touch With Easy Media Control and Built-in Touchpad, HTPC Keyboard for PC-connected TV, Windows, Android, Chrome OS, Laptop, Tablet - Black"
"115","25. Gaming Keyboard and Mouse Combo, K1 RGB LED Backlit Keyboard with 104 Key for PC/Laptop(White)","$49.99","Keyboard",4.4,"14,394","Gaming Keyboard and Mouse Combo, K1 RGB LED Backlit Keyboard with 104 Key for PC/Laptop(White)"
"116","26. Keychron K3 Version 2, 84 Keys Ultra-Slim Wireless Bluetooth/USB Wired Mechanical Keyboard with White LED Backlit, Low-Profile Gateron Mechanical Brown Switch Compatible with Mac Windows","$14.99","Keyboard",4.5,"1,002","Keychron K3 Version 2, 84 Keys Ultra-Slim Wireless Bluetooth/USB Wired Mechanical Keyboard with White LED Backlit, Low-Profile Gateron Mechanical Brown Switch Compatible with Mac Windows"
"117","27. Logitech G PRO Mechanical Gaming Keyboard, Ultra Portable Tenkeyless Design, Detachable Micro USB Cable, 16.8 Million Color LIGHTSYNC RGB Backlit Keys","$19.99","Keyboard",4.6,"4,921","Logitech G PRO Mechanical Gaming Keyboard, Ultra Portable Tenkeyless Design, Detachable Micro USB Cable, 16.8 Million Color LIGHTSYNC RGB Backlit Keys"
"118","28. Rii RK907 Ultra-Slim Compact USB Wired Keyboard for Mac and PC,Windows 10/8 / 7 / Vista/XP (Black) (1PCS)","$169.99","Keyboard",4.5,"839","Rii RK907 Ultra-Slim Compact USB Wired Keyboard for Mac and PC,Windows 10/8 / 7 / Vista/XP (Black) (1PCS)"
"119","29. Logitech K270 Wireless Keyboard for Windows, 2.4 GHz Wireless, Full-Size, Number Pad, 8 Multimedia Keys, 2-Year Battery Life, Compatible with PC, Laptop, Black","$249.99","Keyboard",4.4,"8,030","Logitech K270 Wireless Keyboard for Windows, 2.4 GHz Wireless, Full-Size, Number Pad, 8 Multimedia Keys, 2-Year Battery Life, Compatible with PC, Laptop, Black"
"120","30. Razer Huntsman Mini 60% Gaming Keyboard: Fast Keyboard Switches - Linear Optical Switches - Chroma RGB Lighting - PBT Keycaps - Onboard Memory - Snap Tap - Black","$34.98","Keyboard",4.7,"13,029","Razer Huntsman Mini 60% Gaming Keyboard: Fast Keyboard Switches - Linear Optical Switches - Chroma RGB Lighting - PBT Keycaps - Onboard Memory - Snap Tap - Black"
"121","1. Razer BlackShark V2 X Gaming Headset: 7.1 Surround Sound - 50mm Drivers - Memory Foam Cushion - for PC, Mac, PS4, PS5, Switch - 3.5mm Audio Jack - White","$57.32","Headset",4.4,"19,648","Razer BlackShark V2 X Gaming Headset: 7.1 Surround Sound - 50mm Drivers - Memory Foam Cushion - for PC, Mac, PS4, PS5, Switch - 3.5mm Audio Jack - White"
"122","2. JBL Quantum 100 - Wired Over-Ear Gaming Headphones - Black, Large","$99.99","Headset",4.3,"16,454","JBL Quantum 100 - Wired Over-Ear Gaming Headphones - Black, Large"
"123","3. Logitech H390 Wired Headset for PC/Laptop, Stereo Headphones with Noise Cancelling Microphone, USB-A, in-Line Controls for Video Meetings, Music, Gaming and Beyond - Black","$69.99","Headset",4.3,"64,338","Logitech H390 Wired Headset for PC/Laptop, Stereo Headphones with Noise Cancelling Microphone, USB-A, in-Line Controls for Video Meetings, Music, Gaming and Beyond - Black"
"124","4. 2.4GHz Wireless Gaming Headsets for PS5, PS4, PC, Switch - Bluetooth 5.3 Gaming Headphones with Noise Canceling Mic, 7.1 Surround Sound, 70H Battery, RGB Lights - White","$99.99","Headset",5,"52","2.4GHz Wireless Gaming Headsets for PS5, PS4, PC, Switch - Bluetooth 5.3 Gaming Headphones with Noise Canceling Mic, 7.1 Surround Sound, 70H Battery, RGB Lights - White"
"125","5. Gaming Headset for Nintendo Switch/Lite/OLED, Gaming Headphones with Mic for Nintendo Switch Fortnite/Sports (Red/Blue)","$34.99","Headset",4.9,"344","Gaming Headset for Nintendo Switch/Lite/OLED, Gaming Headphones with Mic for Nintendo Switch Fortnite/Sports (Red/Blue)"
"126","6. havit H2002d Gaming Headsets for PS4,PC, 50MM Drivers Surround Sound PS5 Headset with Mic Gaming Headphones with Mic Durable Aluminum Frame","$59.99","Headset",4.7,"17,162","havit H2002d Gaming Headsets for PS4,PC, 50MM Drivers Surround Sound PS5 Headset with Mic Gaming Headphones with Mic Durable Aluminum Frame"
"127","7. CG-01 2.4Ghz Wireless Gaming Headset for Nintendo Switch丨OLED丨Lite, Bluetooth 5.4 Gaming Headphones with Noise Cancelling Microphone, 40Hr Battery, USB & Type-C Connector for PS5, PS4, PC, Laptop, Mac","$19.95","Headset",4.7,"102","CG-01 2.4Ghz Wireless Gaming Headset for Nintendo Switch丨OLED丨Lite, Bluetooth 5.4 Gaming Headphones with Noise Cancelling Microphone, 40Hr Battery, USB & Type-C Connector for PS5, PS4, PC, Laptop, Mac"
"128","8. Logitech G432 Wired Gaming Headset, 7.1 Surround Sound, DTS Headphone:X 2.0, Flip-to-Mute Mic, PC (Leatherette) Black/Blue","$39.95","Headset",4.3,"11,452","Logitech G432 Wired Gaming Headset, 7.1 Surround Sound, DTS Headphone:X 2.0, Flip-to-Mute Mic, PC (Leatherette) Black/Blue"
"129","9. Gaming Headset for PC, Ps4, Ps5, Xbox Headset with 7.1 Surround Sound, Gaming Headphones with Noise Cancelling Mic RGB Light Over Ear Headphones for Xbox Series X/S, Switch","$17.99","Headset",4.4,"3,985","Gaming Headset for PC, Ps4, Ps5, Xbox Headset with 7.1 Surround Sound, Gaming Headphones with Noise Cancelling Mic RGB Light Over Ear Headphones for Xbox Series X/S, Switch"
